name,host_is_superhost
"Amo Polanco,once you go, you know! 10 BDRM*28paxs",f
La casita,f
"Bonita, cómoda y céntrica habitación",f
"Estancia mexicana, confort",f
Granada Mirror,f
EXCELLENT room in the best neighborhood,f
HABITACIÓN en la mejor ubicación de REFORMA,f
"Beautiful apartment, downtown Mexico City's heart!",f
Espacio inn Pequeño cuarto sin ventana no window,f
"PRIVATE BIG ROOM & BATHROOM, BEST LOCATION & PRICE",f
"Depa 3 recamaras/ 3 bedroom apartment, Col. Roma",f
Apt w/ terrace next to Monumento a la Revolución.,f
Depto cerca de Santa Fe. Con vista al bosque,f
"Habitación para 1 ó 2 personas, en Pedregal",f
Pretty apartment-great location/ Céntrico depto.,f
Great room in Del Valle close to hot spots!,f
Departamento privado,f
Habitación privada.,f
Private Room in a Cosy City House in La Roma,f
Private room with a terrace in the center,f
Habitación En Ciudad De México,f
Hab priv Reforma Juarez Roma,f
¡BEAUTIFUL LOFT NEAR LA VILLA!,f
Lindo departamento a solo dos cuadras de Reforma,f
AMPLIO Y BELLO DEPTO COL DEL VALLE,f
Del Valle Business Class Apartment,f
Renta de departamento. San Jerónimo Aculco.,f
"WTC/ CDMX  Comfortable, central, it has everything",f
Cómodo departamento en el corazón de la CDMX!,f
"Enorme Depto en Ajusco Medio, Six flags, Flasco",f
Pequeña habitación cómoda en departamento.,f
Downtown apartment Mexico City (for 1-2 people).,f
Private room in stylish apparment - Heart of CDMX,f
"Apartamento en Villa Coapa , Tlalpan",f
Elegant and spacious in fabulous Polanco!,f
"Departamento de lujo céntrico, cañito39",f
Large cozy room in la Condesa,f
LOVELY APARTMENT IN MEXICO CITY,f
"2 beds, 2 rooms. Near international AIRPORT",f
Hermoso departamento Sur Cdmx,f
Amplias habitaciones y muy bien ubicadas ROMA SUR.,f
"""With 2 balconies in the heart of the CDMX "" 201",f
"Departamento cómodo y seguro en GAM,",f
Comfy apartment with balcony in a perfect location,f
Beautiful and calm apartment with a stunning view,f
Gorgeous apartment in the heart of Roma Norte! D.4,f
Piyamada cerca de Bellas Artes,f
"WTC world trade center/Pepsi Center, depa entero!",f
COZY 1 BED/1BATH ON AMSTERDAM AV.,f
Cuarto independiente en la Colonia Narvarte,f
"Departamento ""cozy"" en Centro Histórico",f
SUNNY 1BR/1BATH ON CALLE AMSTERDAM,f
"Mexico City, a home in Coyoacan.",f
Casa Azul,f
depto Polanco cama matrimonial,f
Cómoda habitación en la Narvarte,f
Moderno e iluminado espacio cerca del Foro Sol,f
Loft moderno,f
New Cozy and Central room in CDMX,f
Casa Celia Doctores D2 Habitación Med. por la Roma,f
"Habitación en Claveria, a 10 min de polanco",f
"CONFORT@ 01:  Residencia nueva, zona WTC y Condesa",f
Depto.en la ROMA. Oferta especial en Julio.,f
➥ Brand New Suite at Unbeatable Location ﾂ,f
Modern apartment at WTC / spacious and bright,f
Lugar de luz,f
"Aptmnt in Narvarte, near subway and park Venados",f
Beautiful apartment Miyana Polanco,f
Apartamento en umbral Polanco,f
Habitación para grupos UNAM CEPE GMartell,f
"Genial Suite Soumaya Polanco Mexico, Roof Garden",f
Hostal Santa María la Ribera Ciudad de México,f
Pequeño Estudio de Dos Plantas Independiente,f
Estudio excelente ubicación cerca del Ángel Cdmx,f
4N1 Junto a la UNAM/Ciencias/Ingeniería/Contaduría,f
Departamento en bonita zona.,f
Recámara privada en departamento compartido,f
Modern Apt 1BR nice location CHAPULTEPEC,f
Colonia CENTRO - Departamento muy céntrico,f
Cozy and sunny apartment in the heart of downtown!,f
PRECIOSA HABITACIÓN EN LA CONDESA 4,f
Private Room near Downtown,f
Private room near Bellas Artes,f
Private Room near Downtown,f
"CONFORT@ 02: Residencia nueva, zona WTC y Condesa",f
La casa del actor,f
"RB Suites, Best Location (3)",f
El roof de la Narvarte,f
Estudio Independiente con Terraza en Anzures,f
》 Evans Colored 《,f
Departamento NUEVO frente a WTC México (A),f
Habitación amueblada a unas cuadras de WTC,f
Polanco's best location,f
Skyview split level apartment close to Polanco,f
Minimalist apartment close to Polanco (3 minutes),f
Explore Roma-Condesa in Frida Kahlo Apartment,f
CASA VIVA ART HOUSE,f
"DEPARTAMENTO ROSEDAL ,LOMAS PLAZA",f
Spacious & stylish 230m2 Apartment,f
"Casa Tita, calidez y comodidad",f
Excellent location .Concerts and embassies nearby,f
"CHIC Full Condo @ - Heart of Roma, downtown CDMX",f
Departamento completo con roof garden,f
Luxury building at Historic Center+pool! 2BD/2BTH,f
Nice & New condo (2.7 miles) to Polanco,f
.Little ROOM Zona Rosa Embajada XV,f
Confortable Apartamento  Polanco Central,f
Full Apartment near to Reforma,f
"Unbeatably located PH, amazing view!!",f
Residencial Márquez 2,f
"Magic & Hip, 2br/2bath apartment - ❤ of Condesa",f
"Loft, Agradable, Cómodo y Funcional",f
Acogedor penthouse en la CDMX,f
Cerca WTC Oferta Especial Revisa y Reserva ya!!!!!,f
Departamento a 10 min de Centro Histórico CDMX,f
⚡ Comfy and trendy Loft in La Roma Norte,f
Condos Altamira V,f
Departamento Cerca del Aeropuerto.,f
Roma Condesa amplia casa (Phone number hidden by Airbnb) noches 10 pers,f
❤️Great apartment in Downtown❤️( Alameda Central),f
Frida 2,f
Depa en Residencial Los Pinos,f
Departamento nuevo y céntrico,f
Amplio departamento cerca de Monumento de la Rev.,f
Habitación Compartida 20 camas a 5 min BellasArtes,f
Junior Suite 4pax con desayuno incluido,f
Habitación Compartida 20 camas a 10 min del Centro,f
Small room beside Palacio de Hierro - Polanco,f
Recamara Privada con baño y desayuno,f
Habitación 4 Amueblada Con Servicios Incluidos,f
Oasis in the city,f
POLANCO VIP Penthouse 4 BDR Terrace Infront Antara,f
Cuarto en PH cerca de City Banamex/Hipódromo/Carso,f
SANITIZED Terrace Apt Near Polanco ⭐️⭐️⭐️⭐️⭐️,f
Suite interna a unos pasos de Paseo de la Reforma,f
"Habitacion Privada Aeropuerto / Private Room  ""0""",f
"Habitacion Privada Aeropuerto / Private Room ""1""",f
JUUB LUXURY APT @ SANTA FE EXCLUSIVE DISTRICT,f
Habitacion privada Vintage,f
Moderno Cuarto doble Amueblado Escandon (condesa)3,f
A tres cuadras del Zócalo caminando.,f
Departamento amueblado balcón vista a la Ciudad,f
Casa de descanso en excelente ubicación,f
"Luminoso, amplio y totalmente equipado en POLANCO.",f
Exclusive room beside Palacio de Hierro Polanco P2,f
Cómoda y cálida habitación en zona céntrica CDMX,f
Perfect Loft great Location,f
Perfect Loft great Location,f
Beautiful Design Duplex perfect Location,f
Hermoso depto en San Pedro de los Pinos,f
"MODERN  LOFT, very well located with roof top!",f
Perfect Loft great Location,f
Beautiful Double Suite perfect Location,f
Cuarto en Polanco cerca de Hospital Español VM3,f
Perfect Loft great Location,f
Departamento en el Corazón de la CDMX. Condesa,f
SÚPER DEPA EN EL CORAZON DE NUEVO POLANCO,f
Suite interna a pasos de Paseo de la Reforma,f
"Acogedora habitación en el centro de Polanco ""2A""",f
Hermosa habitación con baño privado en Polanco. 2D,f
Campestre Churubusco. Comodidad y paz. Sur de CDMX,f
Pequeño room cerca de Hospital Español VM6,f
Beautiful apartment with a great view Polanco Area,f
"Stylish and modern, great for couples",f
Cozy penthouse oasis in trendy location,f
Pequeño Estudio en la mejor área de Polanco.,f
Cómodo Departamento Centro Histórico CDMX,f
Beautiful double  Suite perfect Location,f
Livio's home,f
"Casa Vieja, near of Coyoacán. Ajolote room.",f
Casa de la Independencia Small Private Room,f
"1122-AEROPUERTO, FORO SOL, PALACIO DE LOS DEPORTES",f
Loft with private terrace @ Nuevo Polanco,f
Cozy chic apartment with tropical roof & pool,f
"Cómodo,pequeño y  excelente ubicación",f
Mónaco  Bunk Beds,f
Habitación con baño compartido en Zona Rosa ,f
"3BR PARQUE ESPAÑA, spacious and comfy!",f
Loft con perfecta ubicación!,f
Agradable y céntrico departamento en CDMX.,f
Bonito departamento Escandón Condesa con terraza,f
Beautiful apartment very close to everything!!,f
"Loft frente al Hospital 20 de Noviembre, Del Valle",f
Beautiful 2 bedroom perfect Location,f
SOLeado departamento en la del Valle,f
Villa Ganesh,f
Beautiful 2 bedroom best Location,f
Well-lit apartment located in Polanco limits,f
"Comfortable habitación, a 7 mins. Polanco.",f
Habitación con Servicio de Hotel en Roma Norte,f
⚡Best Location in Mexico ! Two Bedroom Apt. 201⚡,f
⚡Best Location in Mexico / 1br Luxurious Apt 202⚡,f
Eye In The Sky • Dreamy Flat in Center of Polanco,f
EXCELENTE DEPTO SOLO CERCA DEL AEROPUERTO,f
tu Coqueto espacio en la Roma,f
Habitación privada cerca del Estadio Azteca,f
"Super comfortable place, in the heart of the city",f
Bonito departamento con excelente ubicación,f
Be Mate Donceles Deluxe,f
Be Mate Condesa Executive,f
Artistic Apt 1BR 3Pax  POLANCO,f
"""COZY AND CENTRAL APARTMENT WITH PATIO""",f
★LUXURY | BALCONY VIEW PARKING | ROMA-CONDESA★,f
"Lindo departamento, buenas vistas y ubicación.",f
Carso Alameda,f
Perfect Loft great Location,f
Perfect Loft great Location,f
Cozy House Next to Polanco,f
Unique backyard PATIO loftmexican style 45%OFF,f
Torre Reforma Habitacion a unos pasos de Reforma,f
"1221H-AEROPUERTO,FORO SOL,PALACIO DE LOS DEPORTES",f
KingBed-3Hab-Downtown-Polanco-StylishGreatLocation,f
"⚡️ -CENTRO apartment 2BR, gym and pool",f
⚡️ -DOWNTOWN APT Pool & Gym,f
"Habitación privada, cerca de Coyoacán, zona segura",f
Cozy apt. located in the quiet part of La Condesa,f
PRIVATED ROOM IN A LUXURY APARTMENT - Condesa,f
Hogar Chimal - Bienvenidxs Todxs,f
SANTA FE Cuajimalpa: loft de lujo 1kingbed+sofabed,f
"Amazing loft, great location!",f
A 5 minutos del aeropuerto y a 20 del centro capit,f
Beautiful double suite perfect Location,f
"Cómoda y amplia habitación, luminosa en Coyoacan",f
"Darwin Priv. Room,great location,service and stay!",f
"Darwin executive room w/view,the perfect stay!",f
Habitación privada / Cozy  Bedroom Condesa,f
DOWNTOWN good location,f
Habitación Soleada con un hermoso Balcón,f
"Hermoso apartamento en CDMX, Santa Fe",f
Loft Dulce Recuerdo!,f
Beautiful double suite with balcony,f
Beautiful double suite,f
Estudio en Plaza Cibeles,f
Modern&Beauty|Reforma- Ángel-USA Embassy|Rio Tíber,f
iztapalapa Tlahuac Tezonco estacionamiento pareja,f
Huge Mexican 5Br/3bath · Polanco · 24/7 security,f
Mini Estudio CDMX (céntrico),f
Castei Luxury apartment,f
"Cuarto Ensueño. Alberca, Gym, metro 5 min.",f
Departamento nuevo y céntrico,f
Gaby&Jhon♡ WTC,f
"Departamento cerca del foro sol ,y el aeropuerto",f
Habitación tipo estudio en edificio histórico,f
Privileged location in the heart of Mexico City.,f
SANITIZED St. Cozy Apt 2BDR @Heart of Condesa,f
Acogedora habitación al lado de CU,f
The Violet Option,f
Amazing Modern Loft in the nicest neighborhood.,f
"Town House st. Isidro, cerca a polanco y palmas",f
UN LUGAR MAGICO Y TRANQUILO EN LA CDMX,f
Precioso PH a una cuadra de Reforma,f
Best location in Polanco,f
Conociendo el DF. Atrévete  3,f
Oferta Junio LOFT Pb-04 (Hospital Siglo XXI),f
Oferta Junio LOFT  2do-24 (Hospital Siglo XXI),f
DISTRITO CONDESA B&B  relax enjoy,f
"1 BDR ap in Ciudad de México "" STUDIO YEE "" - 1",f
Luxury Apt. Plaza Carso Polanco,f
"BALCONY INCREDIBLE VIEWS, AC, Tour Guide, 12D",f
Trendy Condesa nice room for rent..,f
Casa Indigo in the Center DF groups until 29 Pers,f
Classic but Modern Apartment,f
Gorgeous Comfy Downtown Mexico Flat,f
Comfy double room w/full breakfast!!!,f
Nice Apartment México City (Narvarte),f
"bonito, roma norte, ubicadísimo",f
GREAT LOCATED PRV8 ROOM!!,f
Habitación y estudio con TV,f
Sunny room + balcony in classic house,f
Cuarto en Lomas Virreyes con vista a Chapultepec,f
ROOM FOR RENT IN TRENDY CONDESA....,f
Nice spacious apartment in Condesa,f
"Paseo de la Reforma, New building , great view!",f
En el corazón de Reforma,f
At the heart of Mexico City,f
Beautiful 60´s style flat #1,f
Fifty shades of blue @ La Mansion,f
Colonial Terrace Double,f
Suite Reforma excelente ubicación,f
Pretty room in beautiful apartment!,f
Nice Studio in Condesa,f
great location in condesa trendy ,f
Pvte Bathroom Queen Bed @ CONDESA,f
Eclectic Style @RomaNorte Pad Blending Old and New,f
Sweet studio,f
Cozy room in Condesa  @CasaNuevoLeon /3,f
Suite Room in Condesa @CasaNuevoLeon /1,f
Place in Condesa in the Chilaquil corner,f
Gorgeous room in Mexico City South,f
"Depa Sorpréndete Super Location, Parking",f
beautiful rooms in a vintage apartment,f
Private Room in Antique House @ Roma neighborhood,f
Apartamento Col. Del Valle Super,f
Gorgeous apartment in Santa Fe,f
Room for 2 in the greatest location (Downtown),f
Downtown apartmen with terrace,f
Depto tipo loft. La Condesa,f
Sunny duplex in trendiest Col. Roma,f
Room in Colonia Roma,f
DEPARTAMENTO COMPLETO EN Polanco SANITIZADO,f
Polanco Amplio y lindo departamento 3BR   LM303.,f
¡The best room and location !,f
Habitacion en Departamento,f
Great apt in heart of polanco,f
Departamento México City,f
Departamento luminoso Art Deco,f
Bellisimo departamento,f
"Near the WTC in the heart of CDMX , great view",f
"LOFT PH. ZONA POLANCO/LOMAS ""PH02-A""",f
"Roma Sur, excelente locación, loft",f
Pequeña y acogedora habitación en La Condesa.,f
Unique 1940's Roma XL house up to 30p group,f
Beautiful Top Apt in City Towers II,f
"Colonia Roma, apartment.",f
AMAZING ROOM IN COLONIA DEL VALLE,f
Departamento de Lujo al sur.  300m2 . Con vistas.,f
Lovely Diego's Room Coyoacan center,f
Apto. 2 recamaras planta baja,f
Roma Bohemian Vibe,f
FABULOUS 2 BR/2BTH APT ♥ IN POLANCO,f
Cozy studio,f
Great location! Pool/jacuzzi/gym 5*,f
New full apartment,f
Apartament at historic center mexico,f
Cozy little house near San Angel,f
Condesa 2 bedroom Newly Renovated!,f
Clean Beautiful  Apt. Near Polanco & Roma Condesa,f
DEPARTAMENTO COMPLETO EN POLANCO sanitizado,f
Habitación privada en el Centro de Coyoacán,f
Colonial stylish flat in San Angel,f
Bonita habitación a 5min TecCDMX,f
Cozy Apartment  Excellent Location,f
SUPER LOCATION w/ BIG BEDS on SALE CONDESA,f
Private room near Bellas Artes,f
Entire 2nd floor! Amazing location. Pet friendly!,f
Lovely Suite / Excelent Location,f
"A unas calles de Reforma, céntrico y cómodo depto.",f
Splendor location flat in the lovely Polanco.,f
"Hermoso loft, impecable y seguro",f
Cozy and Whole TopFlat near Downtown 10min by sub,f
Departamento en Centro Historico increible*,f
"Amplia habitación en Narvarte, perfecta ubicación",f
Amazingly located 2br Apt in the heart of Polanco,f
Hostal Zócalo,f
Habitacion Vintage en la Roma Norte,f
"Mi Casa 2, Tu Casa, is the Suite that you need. 2",f
"Precioso, amplio y cómodo departamento en Coyoacán",f
"Loft con sala, comedor, cocina, 2 camas, 4 pers.",f
Comfortable and relaxing terrace in Mexico City,f
Habitación Independiente en hermosa casa,f
"CONDESA Private Bdroom w/Private Bathroom ""O""",f
Casa en Condesa con desayuno incluido!,f
MODERN&SPACIOUS 2BR/1BATH ON CONDESA,f
Luchas with an awesome rooftop @ Downtown (P10),f
Hogar cerca del aeropuerto-Home near the airport,f
Ideal para familias y grupos pequeñ,f
Rento recamarita Abundancia con baño compartido,f
CONDESA. LOCATION!LOCATION.Best price!,f
Comfortable Apartment,f
"Beautiful apartment in Pedregal ,South Mexico City",f
Comoda habitacion en la Napoles,f
Our Toys from Mexico Pad @ Downtown CDMX (P7),f
Mexico´s Retro / Classic pad @ Downtown (P11),f
Mexican games loft @ Downtown Mexico City (P23),f
"great location, apartment Polanco",f
Habitación independiente en hermosa casa,f
Excelent! 1 block Santa fe mall near universities!,f
San Angel: Lindo departamento / Nice apartment,f
Nice& comfortable apartment close to everything!,f
Brand New Loft in the Heart of Coyoacan (A),f
Beautiful suite with 2 double beds,f
"Departamento nuevo, bien ubicado.",f
Brand new Loft in the Heart of Coyoacan (B),f
Lindo departamento en la zona Rosa 3 personas,f
Hermosa habitación minimalista.,f
Escandon - Condesa - Near to all that you need,f
"AMAZING PH IN POLANCO,  POOL  GYM,  BEST LOCATION!",f
La nave monasterio,f
Depto. 5 personas en la zona + turística y bohemia,f
MEJOR UBICA AL SUR DE LA CDMX rec 2,f
Cosy and comfy room located in Roma Sur,f
Loft Legaria near Polanco,f
Private Room Polanco - Parque Lincoln,f
"Bright, spacious, beautiful flat in la Roma",f
Sunny Private Room in Colonia Roma,f
SUNNY ❤️ ATTIC BR WITH BTH & TERRACE IN CONDESA,f
Lovely Cozy independent apartment Frida´s Love,f
"Lovely & Cozy independent apartment, Frida's fans",f
Apartment in the Heart of Condesa,f
3 camas Indiv Reforma,f
Modern Apt | Natural Light | Heart of Condesa,f
Lovely Apartment in New Polanco CDMX,f
Cozy 1 bedroom loft apt in fantastic area of city,f
Great Located 1 BR Studio,f
"""El Cántaro"" Mexican Loft",f
Cool & clean downtown apartment,f
Habitación en la Nápoles de Ximena,f
SUNNY 2BR/1 BATH APARTMENT IN CONDESA,f
Colorful Apt + Beautiful Terrace on Best Location,f
"Depto. Cuarto 1 grande, terraza, buena ubicación.",f
Cozy apartment in great location,f
Modern Loft in Residential Complex. Garden View,f
Bonito y muy cómodo departamento,f
